Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
You Don't Know Jack,Wii,2011,3,THQ,0.19,0,0,0.01,0.21,81,5,7.7,6,"Jellyvision, Iron Galaxy Studios",T
Heisei Kyouiku linkai DS,DS,2006,3,Namco Bandai Games,0,0,0.21,0,0.21,,,,,,
You Don't Know Jack,X360,2011,3,THQ,0.19,0,0,0.01,0.21,82,23,7.9,29,"Jellyvision, Iron Galaxy Studios",T
The Naked Brothers Band: The Video Game,Wii,2008,3,THQ,0.19,0,0,0.01,0.21,,,,,,
SpongeBob SquarePants: Game Boy Advance Video Volume 3,GBA,2004,3,N/A,0.15,0.05,0,0,0.21,,,,,,
Mary-Kate and Ashley: Girls Night Out,GBA,2002,3,Acclaim Entertainment,0.15,0.05,0,0,0.2,75,5,tbd,,Powerhead Games,E
World Championship Cards,PSP,2008,3,Crave Entertainment,0.19,0,0,0.02,0.2,,,tbd,,Crave,E
Buzz! The Schools Quiz,PS2,2008,3,Sony Computer Entertainment,0,0.02,0,0.19,0.2,,,,,,
CandyLand / Chutes & Ladders / Memory,GBA,2005,3,Zoo Digital Publishing,0.15,0.05,0,0,0.2,,,,,,
The Bible Game,PS2,2005,3,Crave Entertainment,0.1,0.08,0,0.03,0.2,,,5.4,22,Crave,E
The Ultimate Red Ball Challenge,Wii,2009,3,Mindscape,0,0.19,0,0.01,0.2,,,,,,
Bratz: Rock Angelz,GC,2005,3,THQ,0.16,0.04,0,0.01,0.2,,,tbd,,Blitz Games,E
Deal or No Deal: The Banker is Back!,DS,2008,3,Mindscape,0,0.2,0,0,0.2,,,,,,
Jillian Michaels' Fitness Adventure,X360,2011,3,505 Games,0.17,0.02,0,0.01,0.2,,,tbd,,"MicroProse, n-Space",E
Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2003,3,Namco Bandai Games,0,0,0.2,0,0.2,,,,,,
We Sing Robbie Williams,Wii,2010,3,Nordic Games,0,0.18,0,0.03,0.2,,,,,,
"Ni Hao, Kai-lan: New Year's Celebration",DS,2009,3,Take-Two Interactive,0.19,0,0,0.01,0.2,,,tbd,,Take-Two Interactive,EC
Rock Band Track Pack: Classic Rock,PS2,2009,3,MTV Games,0.1,0.08,0,0.03,0.2,,,tbd,,Harmonix Music Systems,T
Body and Brain Connection,X360,2010,3,Namco Bandai Games,0.1,0.08,0,0.02,0.2,57,33,4.8,4,Namco Bandai Games,E
High School Musical 3: Senior Year DANCE!,X360,2008,3,Disney Interactive Studios,0.18,0,0,0.02,0.2,,,,,,
SingStar: Back to the 80s,PS3,2011,3,Sony Computer Entertainment,0,0.16,0,0.04,0.2,,,,,,
Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2002,3,Sammy Corporation,0,0,0.2,0,0.2,,,,,,
Namco Museum: 50th Anniversary,GBA,2005,3,Namco Bandai Games,0.14,0.05,0,0,0.2,60,7,tbd,,Backbone Vancouver,E
Press Your Luck 2010 Edition,DS,2009,3,Ubisoft,0.18,0,0,0.01,0.2,,,tbd,,Ludia Inc.,E
Wizards of Waverly Place: Spellbound,DS,2010,3,Disney Interactive Studios,0.16,0.03,0,0.01,0.2,,,tbd,,Disney Interactive Studios,E
The Cheetah Girls: Passport to Stardom,DS,2008,3,Disney Interactive Studios,0.18,0,0,0.01,0.2,,,tbd,,Handheld Games,E
Namco Museum Vol.4,PS,1996,3,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,,,,,,
My Secret World by Imagine,DS,2008,3,Ubisoft,0,0.2,0,0,0.2,,,8.8,5,Ubisoft,E
Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,3,Namco Bandai Games,0,0,0.2,0,0.2,,,,,,
Taiko Drum Master,PS2,2004,3,Namco Bandai Games,0.1,0.08,0,0.03,0.2,77,35,8.1,8,Namco,E
Neighborhood Games,Wii,2009,3,THQ,0.17,0.02,0,0.01,0.2,49,6,tbd,,Jet Black Games,E
MC Groovz Dance Craze,GC,2004,3,Mad Catz,0.15,0.04,0,0.01,0.2,42,8,6.8,9,Mad Catz,E
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006,3,Shogakukan,0,0,0.2,0,0.2,,,,,,
Just Dance 2: Extra Songs,Wii,2011,3,Ubisoft,0,0.17,0,0.03,0.2,,,,,,
Dexter's Lab Chess Challenge,GBA,2002,3,BAM! Entertainment,0.14,0.05,0,0,0.2,,,,,,
ESA Foundation Compilation,PS2,2005,3,Sony Computer Entertainment,0.1,0.07,0,0.02,0.19,,,,,,
The Naked Brothers Band: The Video Game,DS,2008,3,THQ,0.18,0,0,0.01,0.19,,,,,,
Parlor! Mini 4,SNES,1996,3,Nippon Telenet,0,0,0.19,0,0.19,,,,,,
Danganronpa 2: Goodbye Despair,PSP,2012,3,Spike,0,0,0.19,0,0.19,,,,,,
Jissen Pachi-Slot Hisshouhou,SNES,1993,3,Sammy Corporation,0,0,0.19,0,0.19,,,,,,
Pac-Man & Galaga Dimensions,3DS,2011,3,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19,,,,,,
Dream Salon,DS,2009,3,Zoo Digital Publishing,0.18,0,0,0.01,0.19,,,tbd,,Zoo Games,E
Rock Band Country Track Pack,PS3,2009,3,MTV Games,0.18,0,0,0.02,0.19,,,tbd,,Harmonix Music Systems,E10+
Just Dance: Greatest Hits,Wii,2012,3,Ubisoft,0.14,0.04,0,0.01,0.19,,,tbd,,Ubisoft,E10+
DanceMasters,X360,2010,3,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19,63,30,5.9,7,GCP1,E10+
Just Dance 2016,PS3,2015,3,Ubisoft,0.1,0.06,0,0.03,0.19,,,4.2,6,Ubisoft,E10+
Are You Smarter Than a 5th Grader? Back to School,Wii,2010,3,Nintendo,0.18,0,0,0.01,0.19,,,tbd,,THQ,E
Barbie Fashion Show: An Eye for Style,DS,2008,3,Activision,0.18,0,0,0.01,0.19,,,,,,
Scene It? Twilight,DS,2010,3,Konami Digital Entertainment,0.11,0.06,0,0.02,0.19,,,tbd,,Konami,T
Trivial Pursuit unhinged,PS2,2004,3,Atari,0.09,0.07,0,0.02,0.19,51,11,tbd,,Artech Studios,T
Guitar Hero Live,WiiU,2015,3,Activision,0.12,0.05,0,0.02,0.19,84,4,6.1,36,"Activision, FreeStyleGames",T
SingStar Pop Vol.2,PS2,2008,3,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,,,,,,
SNK Arcade Classics Vol. 1,PS2,2008,3,Ignition Entertainment,0.09,0.07,0,0.02,0.19,69,16,tbd,,SNK Playmore,T
Frequency,PS2,2001,3,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,83,26,9,29,Harmonix Music Systems,E
SpongeBob SquigglePants 3D,3DS,2011,3,THQ,0.13,0.05,0,0.02,0.19,64,8,6,8,WayForward,E
Jampack: Summer 2003 (RP-T),PS2,2003,3,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,,,,,,
Sesame Street: Elmo's Number Journey,N64,1999,3,NewKidCo,0.15,0.04,0,0,0.19,,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,2006,3,D3Publisher,0,0,0.19,0,0.19,,,,,,
Boogie,PS2,2007,3,Electronic Arts,0.09,0.07,0,0.02,0.19,52,12,tbd,,"Pipeworks Software, Inc.",E10+
Schlag den Raab,Wii,2010,3,Namco Bandai Games,0,0.16,0,0.02,0.19,,,,,,
Namco Museum Megamix,Wii,2010,3,Namco Bandai Games,0.17,0,0,0.01,0.19,53,12,tbd,,Namco Bandai Games,E
Taiko no Tatsujin: Wii U Version!,WiiU,2013,3,Namco Bandai Games,0,0,0.19,0,0.19,,,,,,
Rock Band Track Pack Volume 2,X360,2008,3,MTV Games,0.17,0.01,0,0.01,0.19,,,tbd,,Harmonix Music Systems,T
Tamagotchi Party On!,Wii,2006,3,Namco Bandai Games,0.12,0,0.06,0.01,0.19,,,,,,
Daigasso! Band Brothers,DS,2004,3,Nintendo,0,0,0.19,0,0.19,,,,,,
Momotarou Dentetsu World,DS,2010,3,Hudson Soft,0,0,0.19,0,0.19,,,,,,
Singstar: Ultimate Party,PS4,2014,3,Sony Computer Entertainment Europe,0,0.16,0,0.03,0.19,47,19,4.1,18,SCEE,
"Ni Hao, Kai-lan: Super Game Day",Wii,2009,3,Take-Two Interactive,0.17,0,0,0.01,0.19,,,8.5,4,Take-Two Interactive,E
Kuma-Tomo,3DS,2013,3,Namco Bandai Games,0,0,0.19,0,0.19,,,,,,
Super Real Mahjong P V,SAT,1995,3,Seta Corporation,0,0,0.19,0,0.19,,,,,,
Face Training,DS,2007,3,Nintendo,0,0,0.19,0,0.19,,,,,,
Family Feud: 2012 Edition,Wii,2011,3,Ubisoft,0.17,0,0,0.01,0.19,,,tbd,,"Ubisoft, Ludia Inc.",E10+
Dance Central: Spotlight,XOne,2014,3,Microsoft Game Studios,0.15,0.03,0,0,0.19,74,19,7,47,Harmonix Music Systems,T
Star Wars: The Clone Wars & Tetris Worlds,XB,2002,3,Microsoft Game Studios,0.14,0.04,0,0.01,0.19,,,,,,
Just Dance 2017,Wii,2016,3,Ubisoft,0.06,0.11,0,0.01,0.18,,,tbd,,Ubisoft Paris,E10+
Shape Up,XOne,2014,3,Ubisoft,0.08,0.09,0,0.01,0.18,58,6,8.3,28,Ubisoft Montreal,E
Amplitude,PS2,2003,3,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,86,35,8.8,26,Harmonix Music Systems,T
Monopoly Party,XB,2002,3,Infogrames,0.14,0.04,0,0.01,0.18,,,,,,
Atari Anniversary Advance,GBA,2002,3,Atari,0.13,0.05,0,0,0.18,75,7,tbd,,Digital Eclipse,E
Hatsune Miku and Future Stars: Project Mirai,3DS,2012,3,Sega,0,0,0.18,0,0.18,,,,,,
TalkMan (Japan),PSP,2005,3,Sony Computer Entertainment,0,0,0.18,0,0.18,,,,,,
Rabbids Party Collection,Wii,2010,3,Ubisoft,0,0.16,0,0.02,0.18,,,,,,
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004,3,Nintendo,0.13,0.05,0,0,0.18,,,,,,
Six Flags Fun Park,DS,2008,3,Brash Entertainment,0.17,0,0,0.01,0.18,34,4,7,4,Brash Entertainment,E
Jeopardy!,DS,2010,3,THQ,0.17,0,0,0.01,0.18,,,,,,
Jampack Vol. 1,PS,1996,3,Sony Computer Entertainment,0.1,0.07,0,0.01,0.18,,,,,,
Sesame Street: Elmo's Letter Adventure,N64,1999,3,NewKidCo,0.14,0.04,0,0,0.18,,,,,,
Daigasso! Band Brothers P,3DS,2013,3,Nintendo,0,0,0.18,0,0.18,,,,,,
Sing4: The Hits Edition,Wii,2011,3,Crave Entertainment,0.17,0,0,0.01,0.18,,,tbd,,Crave,T
Rio,Wii,2011,3,THQ,0.13,0.03,0,0.01,0.18,,,tbd,,Eurocom Entertainment Software,E10+
The Game of Life / Yahtzee / Payday,GBA,2005,3,Zoo Digital Publishing,0.13,0.05,0,0,0.18,,,,,,
Atari Anniversary Edition Redux,PS,2000,3,Infogrames,0.1,0.07,0,0.01,0.18,72,5,,,Digital Eclipse,E
Lips: Party Classics,X360,2010,3,Microsoft Game Studios,0.05,0.11,0,0.02,0.18,69,10,tbd,,iNiS,T
EyeToy: Groove,PS2,2003,3,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,73,34,8,5,SCEE,E
You Don't Know Jack,PS3,2011,3,THQ,0.16,0,0,0.01,0.18,82,11,7.3,18,"Jellyvision, Iron Galaxy Studios",T
Chuck E. Cheese's Party Games,DS,2010,3,UFO Interactive,0.17,0,0,0.01,0.18,,,tbd,,UFO Interactive,E
All Grown Up! Express Yourself,GBA,2004,3,THQ,0.13,0.05,0,0,0.18,,,,,,
Namco Museum: 50th Anniversary,XB,2005,3,Namco Bandai Games,0.13,0.04,0,0.01,0.18,62,23,tbd,,Backbone Vancouver,E10+
Dead or Alive Paradise,PSP,2010,3,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.18,38,34,5.6,37,"Team Ninja, Tecmo",M
Project Spark,XOne,2014,3,Microsoft Game Studios,0.11,0.05,0,0.02,0.17,73,26,7,151,Microsoft Game Studios,E10+
Cabela's Adventure Camp,Wii,2011,3,Activision,0.14,0.02,0,0.02,0.17,,,tbd,,Cauldron Ltd.,E
World Championship Poker,GBA,2004,3,Crave Entertainment,0.12,0.05,0,0,0.17,66,5,tbd,,Sensory Sweep,E
Exhibition Volume 02,XB,2003,3,Microsoft Game Studios,0.13,0.04,0,0.01,0.17,,,,,,
uDraw Studio: Instant Artist,Wii,2011,3,THQ,0.06,0.09,0,0.02,0.17,,,tbd,,THQ,E
Hello Kitty: Happy Party Pals,GBA,2005,3,THQ,0.12,0.05,0,0,0.17,,,,,,
Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,3,Konami Digital Entertainment,0,0.08,0.08,0.01,0.17,,,,,,
SingStar Motown,PS3,2009,3,Sony Computer Entertainment,0,0.15,0,0.02,0.17,,,,,,
Danganronpa 2: Goodbye Despair,PSV,2014,3,Nippon Ichi Software,0.08,0.05,0,0.04,0.17,81,50,8.7,140,Spike Chunsoft,M
Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,3,N/A,0.12,0.05,0,0,0.17,,,,,,
Let's TAP,Wii,2008,3,Sega,0.08,0.06,0.01,0.02,0.17,70,47,6.6,11,Prope,E
Mahjong Fight Club,PSP,2004,3,Konami Digital Entertainment,0,0,0.17,0,0.17,,,,,,
Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,3,N/A,0.12,0.05,0,0,0.17,,,,,,
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,3,Nintendo,0.12,0.05,0,0,0.17,,,,,,
Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,3,Disney Interactive Studios,0.08,0.06,0,0.02,0.17,,,,,,
Michael Jackson: The Experience 3D,3DS,2011,3,Ubisoft,0.13,0.03,0,0.01,0.17,,,,,,
Bratz Kidz,Wii,2008,3,Game Factory,0.16,0,0,0.01,0.17,,,tbd,,EKO Software,E
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,3,N/A,0.12,0.04,0,0,0.17,,,,,,
Camp Rock: The Final Jam,DS,2010,3,Disney Interactive Studios,0.14,0.02,0,0.01,0.17,,,,,,
The Naked Brothers Band: The Video Game,PS2,2008,3,THQ,0.08,0.06,0,0.02,0.17,,,,,,
Fuzion Frenzy 2,X360,2007,3,Microsoft Game Studios,0.14,0.01,0,0.01,0.17,49,47,5.2,31,Hudson Soft,E10+
My French Coach,DS,2007,3,Ubisoft,0.14,0.01,0,0.01,0.17,,,tbd,,Ubisoft,E
Tokimeki Memorial: Private Collection,PS,1996,3,Konami Digital Entertainment,0,0,0.16,0.01,0.17,,,,,,
Buzz! Brain of the UK,PS3,2009,3,Sony Computer Entertainment,0,0.15,0,0.01,0.17,,,,,,
Disney Sing It: Family Hits,PS3,2010,3,Disney Interactive Studios,0.11,0.03,0,0.02,0.17,72,4,tbd,,Disney Interactive Studios,E
I'm A Celebrity: Get Me Out of Here!,Wii,2009,3,Mindscape,0,0.16,0,0.01,0.17,,,,,,
Learning to Spell,DS,2010,3,505 Games,0.16,0,0,0.01,0.17,,,tbd,,505 Games,E
Sega Superstars,PS2,2004,3,Sega,0.08,0.06,0,0.02,0.17,72,28,7,5,Sonic Team,T
Bomberman Land,Wii,2007,3,Rising Star Games,0.11,0.01,0.03,0.01,0.17,57,23,8,10,Racjin,E
Midway Arcade Treasures,GC,2003,3,Midway Games,0.13,0.03,0,0,0.17,72,11,8.2,5,Midway,T
Mousetrap / Operation / Simon,GBA,2005,3,DSI Games,0.12,0.04,0,0,0.17,,,,,,
TOEIC Test Training DS,DS,2007,3,IE Institute,0,0,0.17,0,0.17,,,,,,
Easy Piano,DS,2009,3,Game Life,0.04,0.11,0,0.02,0.16,52,4,tbd,,Game Life,E
Chuck E. Cheese's Party Games,Wii,2010,3,UFO Interactive,0.15,0,0,0.01,0.16,,,tbd,,UFO Interactive,E
Bomberman Land,PS,2000,3,Hudson Soft,0,0,0.15,0.01,0.16,,,,,,
Midway Arcade Treasures 2,GC,2004,3,Midway Games,0.13,0.03,0,0,0.16,74,21,tbd,,Backbone Entertainment,M
Dancing With The Stars,PS2,2007,3,Activision,0.08,0.06,0,0.02,0.16,,,tbd,,Zoe Mode,E10+
Hannah Montana: Rock Out the Show,PSP,2009,3,Disney Interactive Studios,0.13,0.01,0,0.02,0.16,,,,,,
Family Feud Decades,Wii,2010,3,Ubisoft,0.15,0,0,0.01,0.16,,,tbd,,Ludia,E10+
Midway Arcade Treasures 3,PS2,2005,3,Midway Games,0.08,0.06,0,0.02,0.16,67,23,tbd,,Digital Eclipse,E
DS Rakubiki Jiten,DS,2005,3,Nintendo,0,0,0.16,0,0.16,,,,,,
Family Game Night 4: The Game Show,Wii,2011,3,Electronic Arts,0.12,0.03,0,0.01,0.16,,,tbd,,Electronic Arts,E
Intellivision Lives!,PS2,2003,3,Play It,0.08,0.06,0,0.02,0.16,,,,,,
Rio,DS,2011,3,THQ,0.12,0.03,0,0.01,0.16,59,5,tbd,,THQ,E
Grease Dance,X360,2011,3,505 Games,0.11,0.03,0,0.01,0.16,,,tbd,,505 Games,T
World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,3,Activision,0.15,0,0,0.01,0.16,,,,,,
California Speed,N64,1999,3,Midway Games,0.13,0.03,0,0,0.16,,,,,,
Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006,3,TDK Core,0,0,0.16,0,0.16,,,,,,
Just Dance: Disney Party,X360,2012,3,Ubisoft,0.13,0.02,0,0.02,0.16,,,tbd,,"Disney Interactive Studios, Land Ho!",E
Solitaire Overload Plus,DS,2010,3,Telegames,0.15,0,0,0.01,0.16,,,tbd,,Telegames,E
Vegas Party,Wii,N/A,3,Unknown,0.15,0,0,0.01,0.16,33,6,tbd,,Storm City Games,T
Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007,3,505 Games,0.15,0,0,0.01,0.16,,,,,,
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998,3,Syscom,0,0,0.15,0.01,0.16,,,,,,
Family Party: 30 Great Games Outdoor Fun,Wii,2009,3,D3Publisher,0.14,0.01,0,0.01,0.16,,,tbd,,Tamsoft,E10+
Culdcept,3DS,2012,3,Nintendo,0,0,0.16,0,0.16,,,,,,
The Idolm@ster 2,PS3,2011,3,Namco Bandai Games,0,0,0.16,0,0.16,,,,,,
AC/DC LIVE: Rock Band Track Pack,PS2,2008,3,MTV Games,0.08,0.06,0,0.02,0.16,,,tbd,,Harmonix Music Systems,T
Namco Museum Vol.5,PS,1996,3,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15,,,,,,
Just Sing!,DS,2009,3,DTP Entertainment,0.14,0,0,0.01,0.15,,,,,,
MTV Music Generator 2,PS2,2001,3,Codemasters,0.08,0.06,0,0.02,0.15,77,16,8.5,11,Jester Interactive,T
Chessmaster: The Art of Learning,DS,2007,3,Ubisoft,0.12,0.03,0,0.01,0.15,,,6.7,10,Ubisoft,E
Fantasia: Music Evolved,XOne,2014,3,Disney Interactive Studios,0.11,0.03,0,0.01,0.15,77,48,7.5,67,Harmonix Music Systems,E10+
Disney's Story Studio: Disney's Mulan,PS,1999,3,Sony Computer Entertainment,0.09,0.06,0,0.01,0.15,,,,,,
Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,2005,3,N/A,0.11,0.04,0,0,0.15,,,,,,
Theatrhythm Dragon Quest,3DS,2015,3,Square Enix,0,0,0.15,0,0.15,,,,,,
Get On Da Mic,PS2,2004,3,Eidos Interactive,0.07,0.06,0,0.02,0.15,49,29,6.3,7,Artificial Mind and Movement,T
Block Party,Wii,2008,3,Activision,0.14,0,0,0.01,0.15,,,2.8,4,Activision,E10+
Arcade Zone,Wii,2009,3,Activision,0.14,0,0,0.01,0.15,,,tbd,,Activision,E
Michael Jackson: The Experience,PSP,2010,3,Ubisoft,0.11,0.03,0,0.02,0.15,,,6.2,6,Ubisoft,E10+
We Sing UK Hits,Wii,2011,3,Nordic Games,0,0.13,0,0.02,0.15,,,tbd,,Le Cortex,T
Build-A-Bear Workshop: Welcome to Hugsville,DS,2010,3,Game Factory,0.14,0,0,0.01,0.15,,,tbd,,The Game Factory,E
Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,2004,3,N/A,0.11,0.04,0,0,0.15,,,,,,
Kids Learn Math: A+ Edition,DS,2011,3,Unknown,0.14,0,0,0.01,0.15,,,,,,
Rock Band: Metal Track Pack,X360,2009,3,MTV Games,0.14,0,0,0.01,0.15,,,tbd,,Harmonix Music Systems,T
Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004,3,N/A,0.11,0.04,0,0,0.15,,,,,,
eJay Clubworld,PS2,N/A,3,Empire Interactive,0.07,0.06,0,0.02,0.15,69,5,8.6,10,UDS,E
Capcom Classics Collection,XB,2005,3,Capcom,0.11,0.03,0,0.01,0.15,81,23,tbd,,Digital Eclipse,T
SNK Arcade Classics Vol. 1,PSP,2008,3,Ignition Entertainment,0.13,0,0.01,0.01,0.15,68,13,tbd,,Terminal Reality,T
We Dance,Wii,2011,3,Nordic Games,0,0.13,0,0.02,0.15,,,tbd,,Nordic Games Publishing,
Victorious: Hollywood Arts Debut,DS,2011,3,D3Publisher,0.13,0.01,0,0.01,0.15,,,tbd,,Behaviour Interactive,E
Super Monkey Ball Deluxe,XB,2005,3,Sega,0.11,0.03,0,0.01,0.15,81,25,8.2,9,Sega,E
Charm Girls Club: Pajama Party,Wii,2009,3,Electronic Arts,0.14,0,0,0.01,0.15,,,tbd,,Electronic Arts,E
SpongeBob's Boating Bash,DS,2010,3,THQ,0.13,0,0,0.01,0.15,,,tbd,,Firebrand Games,E
Tamagotchi Collection,DS,2011,3,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
Trivial Pursuit: Bet You Know It,Wii,2011,3,Electronic Arts,0.09,0.04,0,0.01,0.15,,,tbd,,Electronic Arts,T
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005,3,Vivendi Games,0.1,0.04,0,0,0.15,,,,,,
Pac-Man Party 3D,3DS,2011,3,Namco Bandai Games,0.09,0.04,0,0.01,0.15,43,11,5.4,11,Namco Bandai Games,E
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005,3,Sega,0.1,0.04,0,0,0.15,,,,,,
Ultimate Board Game Collection,Wii,2007,3,Xplosiv,0.13,0,0,0.01,0.14,,,tbd,,Jack of All Games,E
Rayman Raving Rabbids,DS,2007,3,Ubisoft,0.13,0.01,0,0.01,0.14,56,13,6.1,8,Ubisoft Bulgaria,E
QuickSpot,DS,2006,3,Namco Bandai Games,0.01,0,0.13,0,0.14,68,18,tbd,,Namco,E10+
Karaoke Revolution Glee: Volume 3,X360,2011,3,Konami Digital Entertainment,0.13,0,0,0.01,0.14,,,tbd,,Hijinx Studios,T
Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005,3,Activision,0.1,0.04,0,0,0.14,,,,,,
World Championship Poker: Howard Lederer - All In,PSP,2006,3,505 Games,0.13,0,0,0.01,0.14,,,,,,
MTV Music Generator 3: This Is the Remix,PS2,2004,3,Codemasters,0.07,0.05,0,0.02,0.14,79,28,8.6,8,Mix Max,T
PaRappa The Rapper 2,PS2,2001,3,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,67,26,6.6,26,NanaOn-Sha,E
PaRappa The Rapper,PSP,2006,3,Sony Computer Entertainment,0.11,0,0.02,0.02,0.14,67,43,5.2,16,Epics,E
Cranium Kabookii,Wii,2007,3,Ubisoft,0.13,0,0,0.01,0.14,64,9,5.4,13,Ubisoft Quebec,E
Drawn to Life Collection,DS,2010,3,THQ,0.13,0,0,0.01,0.14,,,tbd,,5TH Cell,E
Power Gig: Rise of the SixString,PS3,2010,3,Unknown,0.13,0,0,0.01,0.14,36,10,0.5,4,Seven45 Studios,T
Dream Pinball 3D,Wii,2008,3,SouthPeak Games,0.1,0.02,0,0.01,0.14,54,8,7.6,7,TopWare Interactive,E10+
Atari's Greatest Hits: Volume 1,DS,2010,3,Atari,0.13,0,0,0.01,0.14,,,,,,
Scene It? Bright Lights! Big Screen!,Wii,2009,3,Warner Bros. Interactive Entertainment,0.13,0,0,0.01,0.14,,,,,,
Space Venus starring Morning Musume,PS2,2001,3,Sony Music Entertainment,0,0,0.14,0,0.14,,,,,,
Let's Cheer,X360,2011,3,Take-Two Interactive,0.12,0,0,0.01,0.14,,,,,,
MySims Collection,Wii,2010,3,Electronic Arts,0.13,0,0,0.01,0.14,,,tbd,,Full Fat,E
Master Jin Jin's IQ Challenge,DS,2006,3,505 Games,0.13,0,0,0.01,0.14,38,4,tbd,,Astroll,E
Ape Escape Academy (jp sales),PSP,2004,3,Sony Computer Entertainment,0,0,0.13,0,0.14,,,,,,
Hard Rock Casino,PSP,2007,3,Oxygen Interactive,0.12,0,0,0.01,0.14,44,8,tbd,,Farsight Studios,T
Alvin and the Chipmunks,DS,2007,3,Brash Entertainment,0.12,0,0,0.01,0.14,,,tbd,,Sensory Sweep,E
Lips: I Love The 80s,X360,2010,3,Microsoft Game Studios,0,0.12,0,0.02,0.14,,,,,,
Travel Games For Dummies,DS,2008,3,Electronic Arts,0.12,0,0,0.01,0.14,62,5,tbd,,Electronic Arts,E
Interactive Sampler Disc 6,PS,1997,3,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,,,,,,
Rio,PS3,2011,3,THQ,0.04,0.07,0,0.02,0.14,65,8,tbd,,Eurocom Entertainment Software,E10+
Scene It? Bright Lights! Big Screen!,X360,2009,3,Warner Bros. Interactive Entertainment,0.12,0,0,0.01,0.14,,,,,,
World Championship Poker 2: Featuring Howard Lederer,PSP,2005,3,505 Games,0.12,0,0,0.01,0.14,65,17,2.8,17,Crave,T
BIT.TRIP SAGA,3DS,2011,3,Rising Star Games,0.09,0.04,0,0.01,0.14,75,21,7.8,24,Gaijin Games,E
Gourmet Chef: Cook Your Way to Fame,DS,2008,3,Ubisoft,0.13,0,0,0.01,0.14,,,tbd,,Ubisoft,E
Fashion Studio: Paris Collection,DS,2009,3,Ubisoft,0.13,0,0,0.01,0.14,,,tbd,,Ubisoft,E
Pinball Hall of Fame: The Gottlieb Collection,Wii,2006,3,System 3 Arcade Software,0.12,0,0,0.01,0.13,,,tbd,,Farsight Studios,E
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005,3,D3Publisher,0,0,0.13,0,0.13,,,,,,
The Guy Game,PS2,2004,3,Gathering of Developers,0.07,0.05,0,0.02,0.13,48,20,6.7,13,Top Heavy Studios,M
Paperboy / Rampage,GBA,2005,3,Zoo Digital Publishing,0.1,0.04,0,0,0.13,,,tbd,,DSI Games,E
Quick Yoga Training,DS,2008,3,Ubisoft,0.12,0,0,0.01,0.13,,,tbd,,"Ubisoft, Moss",E
Retro Atari Classics,DS,2005,3,Atari,0.12,0,0,0.01,0.13,51,17,3.7,7,Taniko,E
My Spanish Coach,PSP,2008,3,Ubisoft,0.12,0,0,0.01,0.13,,,tbd,,Ubisoft,E
SingStar Latino,PS2,2007,3,Sony Computer Entertainment,0.07,0.05,0,0.02,0.13,,,tbd,,SCEE London Studio,T
Suite PreCure: Melody Collection,DS,2011,3,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,
